time,Signal
0.372,3.96921540545967
0.374,3.06029140802305
0.376,3.83548565156487
0.378,4.34884542553518
0.38,3.6595966811652
0.382,4.26319699602031
0.384,4.09162145538971
0.386,NaN
0.388,4.04807915727939
0.39,3.52719827478976
0.392,3.97469962396022
0.394,4.48456649426985
0.396,NaN
0.398,4.02236077743434
0.4,3.7929427767934
0.402,4.00716860933061
0.404,NaN
0.406,4.15069030787163
0.408,3.91407335198889
0.41,3.95809561230523
0.412,4.63922926667958
0.414,3.35767974508325
0.416,4.70705742075596
0.418,4.14250437529
0.42,4.34423875148017
0.422,3.54793002018939
0.424,3.87310139233184
0.426,3.96959837910716
0.428,4.18271159656168
0.43,3.5576892623668
0.432,4.20306560166715
0.434,3.70052015395629
0.436,4.08700344587826
0.438,4.26559835277674
0.44,4.17072769913464
0.442,4.40009078235503
0.444,4.37978771773976
0.446,3.88532888092705
0.448,4.16032736393406
0.45,3.80247912103796
0.452,3.69181041901887
0.454,4.36832176964157
0.456,4.09338839630438
0.458,4.07936959386736
0.46,4.37162758684126
0.462,4.27908090573533
0.464,4.20815472746226
0.466,4.48053045164831
0.468,4.38672469800469
0.47,4.18202162531892
0.472,3.90526105728227
0.474,3.91915193043075
0.476,4.47446905676701
0.478,3.63548163346492
0.48,4.11385614995716
0.482,3.53867623050155
0.484,4.43158705831422
0.486,4.38603137964501
0.488,4.12991546093782
0.49,4.11033747912329
0.492,3.38769668316876
0.494,4.30989813125958
0.496,3.47975184267565
0.498,3.44360537110028
0.5,4.16524793264372
0.502,3.85857304551821
0.504,4.26838516589557
0.506,NaN
0.508,4.40581219104949
0.51,3.94287840920595
0.512,4.28674409133584
0.514,4.1837963622071
0.516,4.40307376220746
0.518,4.31771710342698
0.52,4.42782449439545
0.522,4.12043532361898
0.524,4.11738565541034
0.526,4.46537817432743
0.528,3.52742018881112
0.53,NaN
0.532,3.78619153726362
0.534,4.05397672917883
0.536,NaN
0.538,4.41914628660719
0.54,3.86823865547779
0.542,4.03266475077913
0.544,4.21632750104464
0.546,4.08886564703403
0.548,4.26814512358971
0.55,4.29872398376117
0.552,3.90087159473376
0.554,4.12789653367588
0.556,NaN
0.558,4.52663568822353
0.56,3.99529590475119
0.562,3.82383418314302
0.564,4.1097418725157
0.566,3.75823735660473
0.568,4.18145028249401
0.57,NaN
0.572,4.84270343646531
0.574,4.53169550200561
0.576,3.44184592630987
0.578,4.32403585850284
0.58,3.77289220988069
0.582,4.11648268663932
0.584,4.24295598809997
0.586,NaN
0.588,4.1129012413817
0.59,4.66825037493563
0.592,4.051593988073
0.594,4.29461335734896
0.596,4.39623431739662
0.598,4.22279478026795
0.6,4.46191790972824
0.602,4.29495962759798
0.604,3.96308517455463
0.606,3.65702009050626
0.608,4.75648276195779
0.61,4.01778834053637
0.612,4.23036747582138
0.614,4.36849153445205
0.616,4.23377212793347
0.618,3.92839643447398
0.62,4.05959087830902
0.622,4.16249890664185
0.624,4.64368375752511
0.626,3.94175150307182
0.628,4.43536643099513
0.63,4.29249219502914
0.632,4.12965628567464
0.634,3.88260120512524
0.636,NaN
0.638,4.1733524743904
0.64,3.7583288448228
0.642,4.25655955085231
0.644,3.95194411303503
0.646,4.17005685326594
0.648,4.29885968852997
0.65,3.92623585633988
0.652,4.11076129408989
0.654,4.3018329084686
0.656,3.64560197834876
0.658,4.5066679060803
0.66,4.92269867445362
0.662,4.48263547902497
0.664,4.0995085345663
0.666,4.32222157006217
0.668,3.88220380704954
0.67,NaN
0.672,4.4738490999902
0.674,4.4271156112458
0.676,3.92739360721973
0.678,4.28535456402477
0.68,4.02106542538071
0.682,4.09427874224042
0.684,4.0158284410017
0.686,3.87820519285393
0.688,3.91236549928138
0.69,4.12105393283276
0.692,3.6733679498162
0.694,4.36428149931714
0.696,4.14560612667426
0.698,4.38960816250905
0.7,4.25963929338941
0.702,4.32588567362523
0.704,3.73148835300533
0.706,3.86914072310073
0.708,4.03988722136073
0.71,4.20561932568011
0.712,4.51004907744315
0.714,4.083116025687
0.716,4.54721738543347
0.718,4.3099973157184
0.72,4.51819310494572
0.722,4.20260094794894
0.724,3.96600137405137
0.726,3.71712637078209
0.728,4.20666338276752
0.73,4.40402337715623
0.732,4.06909354019889
0.734,3.99301683771992
0.736,4.06101381252854
0.738,3.82295281392814
0.74,4.00232320222592
0.742,NaN
0.744,4.16048202190538
0.746,4.12580304346186
0.748,4.32651789880894
0.75,4.17406312768665
0.752,4.68359409817738
0.754,4.2310894671642
0.756,4.67689456597406
0.758,3.91664541550862
0.76,4.28955275439631
0.762,4.05149157738093
0.764,4.30755924156957
0.766,4.30361689267305
0.768,3.46752389974675
0.77,3.72308178609185
0.772,3.68672667077659
0.774,4.23739184471958
0.776,4.55567840721039
0.778,4.01432511957987
0.78,4.35378954959359
0.782,4.27144989149521
0.784,NaN
0.786,4.22233447403849
0.788,3.87513737490804
0.79,4.55316947613889
0.792,4.08607531549184
0.794,4.58417333876529
0.796,3.96335644241045
0.798,4.2651769854521
0.8,4.06695509524373
0.802,3.47662283768833
0.804,3.78596174417267
0.806,4.26171797394413
0.808,4.0588348920874
0.81,3.7369901082457
0.812,NaN
0.814,4.14200175351971
0.816,3.76646861189374
0.818,4.35406037118565
0.82,3.86653661970413
0.822,4.59855567535131
0.824,NaN
0.826,4.10986859481599
0.828,3.59087139415482
0.83,3.82713116801671
0.832,3.86326017060282
0.834,4.15862461856453
0.836,4.31782593200319
0.838,4.12226779097739
0.84,3.91711078984308
0.842,4.27056252693369
0.844,4.26244013829596
0.846,4.05566784983283
0.848,4.18778701724865
0.85,4.13703231369584
0.852,3.713860128382
0.854,4.23454885644784
0.856,3.80622219935948
0.858,3.81888592349269
0.86,4.0497991257338
0.862,3.90109246606877
0.864,3.95040073119522
0.866,4.1651324571481
0.868,4.2971283825105
0.87,3.92021951107707
0.872,4.07441435279012
0.874,3.90109959244943
0.876,4.03792367841038
0.878,4.09747406449798
0.88,3.77682060317828
0.882,4.04071280371373
0.884,4.1349495516056
0.886,3.97864438193152
0.888,4.46621344184561
0.89,3.76097888514245
0.892,3.71868944148191
0.894,3.41108109020318
0.896,4.20540351490634
0.898,4.1885738112148
0.9,3.90064803961354
0.902,4.19030217267536
0.904,3.97199062329103
0.906,4.00021369132762
0.908,3.94293405307677
0.91,4.03708731354506
0.912,3.93162854048649
0.914,4.73333575814696
0.916,3.54311839603309
0.918,3.3327883299364
0.92,3.54281139742892
0.922,3.55292802911806
0.924,3.74674134448522
0.926,3.82215408342664
0.928,3.80298384275285
0.93,4.0267711605813
0.932,3.97695577081386
0.934,4.08132795154291
0.936,4.38519774561792
0.938,4.2143799413486
0.94,3.45820313237719
0.942,3.14019109290577
0.944,4.10513317671837
0.946,3.27951733440779
0.948,3.84587023968453
0.95,3.8321003728657
0.952,4.485199556395
0.954,3.79185681889531
0.956,3.65597560608132
0.958,3.87444643820691
0.96,3.87295569648925
0.962,3.81571831517905
0.964,3.60760103164611
0.966,3.41884763825804
0.968,3.87600637847421
0.97,3.37360638289675
0.972,3.46220311598691
0.974,4.16659494817497
0.976,3.63691160265279
0.978,3.71581915553788
0.98,4.02317633221801
0.982,3.65849126205729
0.984,4.05261029524408
0.986,3.63553801504891
0.988,4.03813691757033
0.99,3.91831673271295
0.992,3.66081339932522
0.994,3.46019198767315
0.996,3.40213375672406
0.998,3.62919260331529
1,3.57389989607032
1.002,3.57785124268014
1.004,3.99061064429579
1.006,3.60131389336079
1.008,4.02878522325013
1.01,3.52123670369999
1.012,3.96751644705599
1.014,3.51407849934917
1.016,3.71871695208225
1.018,3.95193810883089
1.02,3.53148153358885
1.022,3.51913194860891
1.024,4.24655373684041
1.026,3.92574174274469
1.028,3.50573349752365
1.03,3.82489177716263
1.032,3.5170456479598
1.034,NaN
1.036,4.03949397463803
1.038,3.12819654795765
1.04,3.91300376266352
1.042,4.03651950005405
1.044,3.60813674905262
1.046,4.11252354588083
1.048,3.62999909505857
1.05,3.20696850352327
1.052,2.91476308693202
1.054,3.46748173933474
1.056,3.77624500058593
1.058,3.65206827592389
1.06,3.67557894983372
1.062,3.373006100279
1.064,3.58395445977767
1.066,3.04376268160108
1.068,3.3019303556774
1.07,3.27890099110604
1.072,3.67502589806367
1.074,3.50941440970398
1.076,3.16154583449277
1.078,3.49987654732859
1.08,3.29030753590243
1.082,3.29174506254271
1.084,3.74549132166079
1.086,3.51475172729837
1.088,3.59470200531421
1.09,3.73483936727504
1.092,3.51816909094154
1.094,3.62377979609825
1.096,3.65783279393548
1.098,NaN
1.1,3.58450763940512
1.102,3.8598054324841
1.104,3.43729331571156
1.106,3.4105142138777
1.108,3.92962896480169
1.11,3.26065799397919
1.112,3.40704750970318
1.114,3.67818630546836
1.116,3.4414808223956
1.118,3.81232023840081
1.12,3.69536879363956
1.122,3.4668858146657
1.124,NaN
1.126,3.53795973550165
1.128,2.94741862998181
1.13,3.42979230056941
1.132,3.59321745279837
1.134,3.40882537485404
1.136,3.60303435346517
1.138,3.94500384995105
1.14,3.60472205722747
1.142,3.40181062896526
1.144,3.50841879026914
1.146,NaN
1.148,2.90984937487754
1.15,3.17350449868799
1.152,3.65998811058921
1.154,3.27365300763543
1.156,3.45559451416456
1.158,2.97304967373851
1.16,3.28847993583259
1.162,3.44333091516381
1.164,2.84890061007624
1.166,3.35573814988279
1.168,3.19100630508496
1.17,2.95779154683484
1.172,3.2224786708871
1.174,2.65892802469018
1.176,2.58350133145136
1.178,2.86288674540822
1.18,2.91286800462508
1.182,2.85217659215045
1.184,2.68051141656082
1.186,3.27865663718212
1.188,2.70797669521268
1.19,3.21333636171192
1.192,3.41042505076064
1.194,3.16766694885273
1.196,3.19029329648386
1.198,3.04293513298221
1.2,2.70559704695946
1.202,3.13126813496417
1.204,3.4266714555946
1.206,3.65390405595567
1.208,NaN
1.21,2.63223723688052
1.212,3.16433540623321
1.214,3.22130514107114
1.216,3.03433169847491
1.218,2.75173203327444
1.22,3.69769194649668
1.222,2.37651927595882
1.224,2.92536674625558
1.226,2.6758507336889
1.228,2.8754781592583
1.23,3.15564860753363
1.232,3.09568259843438
1.234,2.83502133679218
1.236,3.27531535150222
1.238,3.22290383839663
1.24,NaN
1.242,2.89643630149244
1.244,3.33266911604418
1.246,3.21027563849823
1.248,3.75866357445011
1.25,3.31903789171231
1.252,3.34104466350364
1.254,3.00383013560961
1.256,2.59538931123467
1.258,2.86450781976016
1.26,2.74250631051835
1.262,2.79462366374674
1.264,3.12432727451427
1.266,2.78472472157935
1.268,2.67719785325575
1.27,2.81690850169406
1.272,2.88541733582215
1.274,3.0504619182047
1.276,2.63585084086844
1.278,3.01081891245102
1.28,2.9330138576599
1.282,3.30090991458799
1.284,2.83363201618675
1.286,2.85123103869745
1.288,2.53416209612872
1.29,2.46398713721997
1.292,2.96671858133547
1.294,2.79272270448615
1.296,3.01269932463123
1.298,2.58778786838523
1.3,3.4221538188303
1.302,2.88028696019233
1.304,3.15174931160316
1.306,2.76358895545594
1.308,2.7769443696822
1.31,3.02674486241243
1.312,2.98049522013091
1.314,2.47173528927086
1.316,2.34205234240172
1.318,2.46655337880713
1.32,2.36524033275929
1.322,2.80190743194711
1.324,2.65473036043418
1.326,2.6617774073108
1.328,2.35797243364904
1.33,2.9942182520032
1.332,2.88626406284336
1.334,2.72165289458287
1.336,3.04899893886865
1.338,NaN
1.34,2.85528517477503
1.342,2.82953266386138
1.344,2.82390879406895
1.346,2.49449755041182
1.348,2.80547031147529
1.35,2.54710764552423
1.352,2.42679972892565
1.354,2.32892224446241
1.356,2.99542435350296
1.358,2.42448134131265
1.36,2.62058352410146
1.362,2.30406340905111
1.364,2.57173075580626
1.366,1.68547579588906
1.368,2.32322641931354
1.37,2.21561925426364
1.372,2.33345979186249
1.374,2.56806893726793
1.376,2.52870812793498
1.378,NaN
1.38,2.44333570272651
1.382,2.53415011189177
1.384,2.13266715629202
1.386,2.45455901936534
1.388,2.19070300618484
1.39,2.59551819932703
1.392,2.83669746173637
1.394,2.69640100258905
1.396,2.35930316555586
1.398,2.07470150562507
1.4,2.99625449232118
1.402,3.16766068129005
1.404,2.58320666880792
1.406,2.24450607925263
1.408,2.89523965954903
1.41,2.35255473434458
1.412,2.38386403956825
1.414,2.7851873166915
1.416,2.0981875643555
1.418,1.92121900510737
1.42,2.62895441286843
1.422,2.61748737728605
1.424,2.52033800238031
1.426,2.63534289005782
1.428,2.80556494722462
1.43,2.76659541652525
1.432,2.29947177361514
1.434,2.70762922141432
1.436,2.5112202921933
1.438,2.302205454075
1.44,2.09051242998715
1.442,2.63724532571081
1.444,2.33173121039349
1.446,2.44642649849249
1.448,2.18930437875706
1.45,1.95674124864407
1.452,2.46809306578237
1.454,2.39271172971339
1.456,2.76581301111741
1.458,2.64138205524272
1.46,2.71164353178195
1.462,2.16578572570028
1.464,2.10436279675814
1.466,1.99936224054652
1.468,2.52432564860803
1.47,3.20651478233962
1.472,2.58293696043273
1.474,2.12763707647437
1.476,2.60545357276112
1.478,2.01088780290454
1.48,1.91698575649396
1.482,2.55451593288773
1.484,2.10088473025482
1.486,2.42404211936535
1.488,2.74621381276965
1.49,2.43961465176745
1.492,2.59321653530706
1.494,1.82763630205018
1.496,2.5029137995029
1.498,2.94109713902952
1.5,2.45699952127417
1.502,1.82752359833292
1.504,2.22399091442811
1.506,2.13010925328489
1.508,2.39018924971672
1.51,2.3940942562
1.512,2.3873514068635
1.514,2.15180796821659
1.516,2.07641780637426
1.518,2.0745987388326
1.52,2.5028326166705
1.522,1.68618190641933
1.524,2.17522649094396
1.526,2.31388327815149
1.528,2.03231027717376
1.53,2.36670103161897
1.532,NaN
1.534,1.93288396120533
1.536,2.2582338757251
1.538,2.12484038307198
1.54,2.07782396475188
1.542,1.98289965040812
1.544,2.21026111960956
1.546,1.6335401340685
1.548,2.06345093121192
1.55,2.01547903640186
1.552,1.90058728245994
1.554,2.36560063777023
1.556,1.94516488578987
1.558,2.32331247915356
1.56,2.44957230161593
1.562,2.10547769975342
1.564,2.2316188206864
1.566,2.33589593479685
1.568,2.11553068582094
1.57,2.29789021326369
1.572,1.75268663585078
1.574,2.46043210529177
1.576,1.82630706285182
1.578,1.5704181537489
1.58,NaN
1.582,2.09210390704431
1.584,2.24155843091427
1.586,1.99388726845677
1.588,1.7926951746843
1.59,1.17300178133056
1.592,2.27883306133929
1.594,2.00101798917435
1.596,2.02391753158107
1.598,2.20092223592995
1.6,1.64957957050862
1.602,1.85271738327456
1.604,NaN
1.606,NaN
1.608,1.67580824928099
1.61,1.39547460878509
1.612,1.88136507968877
1.614,2.11324694705511
1.616,2.3280941381256
1.618,2.06985587955985
1.62,1.70142610169654
1.622,2.12637265251928
1.624,1.67925492928972
1.626,1.73911998711235
1.628,1.82776859147463
1.63,1.65157480443963
1.632,1.93563191379207
1.634,1.74348982481428
1.636,1.92434732164946
1.638,1.86793002966628
1.64,1.88034935654298
1.642,1.8488768368549
1.644,2.36660654470426
1.646,2.17641320659878
1.648,2.00777295312834
1.65,1.54672247026911
1.652,1.49584629174683
1.654,1.39096801013681
1.656,NaN
1.658,NaN
1.66,2.0480623034789
1.662,1.67560586149725
1.664,1.62090474800167
1.666,2.12606813472525
1.668,NaN
1.67,1.44777639600033
1.672,1.81800142935642
1.674,1.92460061658057
1.676,1.34938321848226
1.678,2.19647681071024
1.68,1.81685285304141
1.682,2.5120789477669
1.684,1.81835606647124
1.686,2.05560819341333
1.688,1.58737996338524
1.69,1.73993115832747
1.692,1.57408241394164
1.694,2.03980799989522
1.696,2.3099506493985
1.698,1.73869695474401
1.7,2.04512015450942
1.702,1.76034428040562
1.704,1.93975832439757
1.706,2.26550172066491
1.708,1.94023957665831
1.71,1.59065757373187
1.712,1.64216323182107
1.714,1.84594333348689
1.716,1.8370444328293
1.718,1.63246757724064
1.72,1.94410659187451
1.722,2.26758915445615
1.724,1.81003119081265
1.726,1.82179048919343
1.728,1.22051267812086
1.73,1.64645133762384
1.732,1.45868784121224
1.734,1.75869195072648
1.736,2.03015941610838
1.738,2.32741394672441
1.74,2.40795969250104
1.742,1.83135286052932
1.744,1.7683947094775
1.746,2.10777256630575
1.748,2.00765829355393
1.75,2.08830752845051
1.752,NaN
1.754,1.41097046850585
1.756,2.01537949769166
1.758,1.82404586595164
1.76,1.62169814009158
1.762,1.63999056267117
1.764,2.23083096868644
1.766,1.60182595410379
1.768,1.47208451470394
1.77,1.9059479678396
1.772,2.44321484626373
1.774,1.84612023776797
1.776,1.92944367813826
1.778,1.55400900927582
1.78,2.33630670603613
1.782,1.87012657994729
1.784,1.99027820697409
1.786,1.54427459505254
1.788,2.08478470363148
1.79,1.9440219720735
1.792,1.4792139499304
1.794,1.83670199929115
1.796,1.68839575912762
1.798,1.85517482548829
1.8,1.74608944639173
1.802,1.7631694411896
1.804,1.5091803322551
1.806,1.72101109701087
1.808,2.04693088116365
1.81,2.33937882085127
1.812,1.46685484680538
1.814,2.5272982781727
1.816,2.27099197275777
1.818,1.86284468226075
1.82,1.72108433036691
1.822,1.60103389507837
1.824,2.05967528692668
1.826,1.60070654646794
1.828,1.6697973230752
1.83,2.07275156839224
1.832,1.93778401404556
1.834,2.07538944281198
1.836,1.95717947531435
1.838,1.68491553314267
1.84,1.65048526539843
1.842,2.04303514526351
1.844,1.60228322969775
1.846,2.15918363165157
1.848,2.03997238875947
1.85,1.88868437428817
1.852,1.80297214812523
1.854,1.91135612658802
1.856,2.85937124957957
1.858,1.76736412385531
1.86,1.33387445234981
1.862,2.37517112950884
1.864,1.98341236806324
1.866,1.60593348415923
1.868,2.58538617530183
1.87,1.96537987317904
1.872,1.88829521452523
1.874,1.56665065045008
1.876,1.48052476109908
1.878,1.2695098994979
1.88,1.67321888618589
1.882,1.48425497292956
1.884,1.99463354457824
1.886,1.70517009553769
1.888,2.33133791162778
1.89,2.25402735138912
1.892,1.85029821768115
1.894,1.71653878972636
1.896,2.14732071273066
1.898,1.45805202412129
1.9,2.00447753484861
1.902,1.60202789893658
1.904,1.68308910860126
1.906,1.60209955073423
1.908,1.97681357136829
1.91,1.57121161440195
1.912,1.48611631293203
1.914,NaN
1.916,1.6793365825447
1.918,1.91547690885086
1.92,1.70209965479216
1.922,1.88922443340736
1.924,1.03975331589845
1.926,1.94960335261692
1.928,2.36669845903809
1.93,2.12323309111818
1.932,2.08556140603306
1.934,1.74124919802525
1.936,1.86837414639519
1.938,1.88828568870032
1.94,1.84489473231247
1.942,1.56783227564624
1.944,1.71232301773801
1.946,1.76662187468212
1.948,1.6759439117399
1.95,2.07230631255088
1.952,2.5839052454053
1.954,1.42657506479578
1.956,1.86328204019737
1.958,1.39330052940757
1.96,2.21803071460031
1.962,2.25154530817104
1.964,1.33113217096556
1.966,2.41435317352652
1.968,1.5072205921225
1.97,1.90208761300882
1.972,2.16516193320958
1.974,1.88111047300588
1.976,2.52715365164813
1.978,2.66575067928229
1.98,1.88303735084474
1.982,1.27101015803886
1.984,1.73524933932148
1.986,1.59196063941498
1.988,1.61864318625788
1.99,NaN
1.992,1.87496424103712
1.994,2.48525920652046
1.996,1.64030780259129
1.998,1.77272796088819
2,2.20867468180062
2.002,2.22445696253601
2.004,2.00817997745197
2.006,2.17225851140199
2.008,2.12763594694536
2.01,1.75388399337589
2.012,1.99910107223813
2.014,1.78274435506614
2.016,1.60460179002171
2.018,2.0670932548059
2.02,1.89904134630064
2.022,1.82483308647932
2.024,1.97067974089309
2.026,2.18169038461767
2.028,2.00551098274762
2.03,1.94827276400647
2.032,1.97614762650732
2.034,1.90991101039653
2.036,1.66456575151828
2.038,2.13532871660826
2.04,2.32438267815295
2.042,1.74392515661225
2.044,2.48495408736171
2.046,1.85625174622926
2.048,1.83852791581743
2.05,1.64492733942779
2.052,1.67908842376401
2.054,1.63350639080761
2.056,2.02820705177688
2.058,2.40380716608935
2.06,2.08563136636106
2.062,2.18636910416723
2.064,2.33540752526291
2.066,1.18576565356246
2.068,1.88815689960683
2.07,2.0471551226362
2.072,2.15927922845151
2.074,NaN
2.076,1.64812755288337
2.078,2.19002567823869
2.08,1.92080809579891
2.082,2.12469170125742
2.084,1.67358284196536
2.086,1.47467334503006
2.088,2.19623808386138
2.09,2.32896015807854
2.092,2.46370119027032
2.094,1.51756907846132
2.096,1.57933801333801
2.098,NaN
2.1,1.97430756710865
2.102,1.80539910607402
2.104,2.38756808395935
2.106,1.56009743616634
2.108,1.47723376591517
2.11,2.06487632595268
2.112,2.36453561253012
2.114,1.76920623343823
2.116,1.63378391834573
2.118,1.972122046826
2.12,1.52945889566321
2.122,2.02909240019514
2.124,2.27592613597098
2.126,2.09627689407015
2.128,1.46175183656999
2.13,1.8770730717687
2.132,1.95112854282586
2.134,2.58945569740619
2.136,2.32350352929249
2.138,2.03561476085175
2.14,2.44926250478488
2.142,1.74677187248586
2.144,1.95947507477995
2.146,NaN
2.148,2.52226583324423
2.15,2.29449690703024
2.152,2.22646630570879
2.154,1.90728256176343
2.156,2.310493244265
2.158,1.84250287108785
2.16,2.2672545626115
2.162,2.18342260741719
2.164,2.44465669090622
2.166,1.979121741237
2.168,2.30176391267758
2.17,2.35293768358706
2.172,1.84955579977983
2.174,2.1700493198556
2.176,2.606481126474
2.178,2.16518800241729
2.18,2.0430416897704
2.182,2.27682197307367
2.184,2.06151049469329
2.186,2.28122210680452
2.188,2.11210928615468
2.19,2.15132156731977
2.192,2.2993593797114
2.194,2.57414090266983
2.196,2.30535343068587
2.198,2.66867193086039
2.2,1.57003488462974
2.202,2.04817382362189
2.204,2.25817686541166
2.206,1.94127558539934
2.208,1.8135099145435
2.21,2.38589628346307
2.212,2.38910569875818
2.214,2.29663916191837
2.216,NaN
2.218,1.957774877148
2.22,2.0742263326554
2.222,2.1961400356746
2.224,2.02642107671616
2.226,2.33698170193268
2.228,2.95165175062489
2.23,2.10210115091023
2.232,NaN
2.234,1.9458720032166
2.236,2.66280857285213
2.238,1.97496153495992
2.24,2.33309832314813
2.242,2.0897040692743
2.244,2.43370351293963
2.246,2.2883400042049
2.248,2.27659016501027
2.25,3.17938545964371
2.252,2.11053260482276
2.254,2.29038910640442
2.256,3.11428461666792
2.258,1.97031124412745
2.26,2.48517688468777
2.262,2.00131574861886
2.264,2.6384382303788
2.266,NaN
2.268,2.5349206816165
2.27,2.26066844900253
2.272,2.42294437404683
2.274,2.79621749006475
2.276,1.67702584441582
2.278,1.87467813188164
2.28,2.49443112514007
2.282,2.17850080613661
2.284,2.29118377778509
2.286,1.93618508295868
2.288,2.11899841726492
2.29,NaN
2.292,2.18313138432985
2.294,2.14615914032194
2.296,2.2847994330221
2.298,2.1338172619176
2.3,2.82446070625532
2.302,2.13065821572914
2.304,2.97787894677919
2.306,2.3254870082309
2.308,2.00763182807125
2.31,2.26289962498398
2.312,2.73421851331829
2.314,2.77602485759149
2.316,2.51270578244335
2.318,2.55626274080497
2.32,2.66533275313125
2.322,2.04318020765133
2.324,2.31182465492671
2.326,1.94275055839003
2.328,2.36253505388713
2.33,2.78753171388845
2.332,2.72347761421038
2.334,3.20010208638997
2.336,2.5692924025746
2.338,1.87785962302567
2.34,3.03717139202336
2.342,2.92059244138234
2.344,2.36668727121481
2.346,2.61384083308818
2.348,2.78648330326741
2.35,2.6736626840541
2.352,2.77277445031424
2.354,2.53567456182918
2.356,2.56347785277782
2.358,2.60719802021467
2.36,2.34953170022567
2.362,3.01898418789326
2.364,2.59967332371244
